0.1874	0.3681	0.5358	0.6845	0.809	0.9048	0.9686	0.998	0.9921	0.9511	0.8763	0.7705	0.6374	0.4818	0.309	0.1253	-0.0628	-0.2487	-0.4258	-0.5878	-0.729	-0.8443	-0.9298	-0.9823	-1	-0.9823	-0.9298	-0.8443	-0.729	-0.5878	-0.4258	-0.2487	-0.0628	0.1253	0.309	0.4818	0.6374	0.7705	0.8763	0.9511	0.9921	0.998	0.9686	0.9048	0.809	0.6845	0.5358	0.3681	0.1874	0	-0.1874	-0.3681	-0.5358	-0.6845	-0.809	-0.9048	-0.9686	-0.998	-0.9921	-0.9511	-0.8763	-0.7705	-0.6374	-0.4818	-0.309	-0.1253	0.0628	0.2487	0.4258	0.5878	0.729	0.8443	0.9298	0.9823	1	0.9823	0.9298	0.8443	0.729	0.5878	0.4258	0.2487	0.0628	-0.1253	-0.309	-0.4818	-0.6374	-0.7705	-0.8763	-0.9511	-0.9921	-0.998	-0.9686	-0.9048	-0.809	-0.6845	-0.5358	-0.3681	-0.1874	0
0.0574	0.2216	0.378	0.521	0.6455	0.7472	0.8224	0.8685	0.8838	0.8678	0.821	0.7452	0.643	0.518	0.3746	0.218	0.0536	-0.1126	-0.2749	-0.4274	-0.5648	-0.6822	-0.7754	-0.8411	-0.877	-0.8819	-0.8555	-0.7989	-0.7139	-0.6036	-0.472	-0.3236	-0.1638	0.0019	0.1674	0.3271	0.4751	0.6063	0.7161	0.8005	0.8565	0.8822	0.8766	0.8399	0.7736	0.6798	0.5619	0.4241	0.2713	0.1089	-0.0574	-0.2216	-0.378	-0.521	-0.6455	-0.7472	-0.8224	-0.8685	-0.8838	-0.8678	-0.821	-0.7452	-0.643	-0.518	-0.3746	-0.218	-0.0536	0.1126	0.2749	0.4274	0.5648	0.6822	0.7754	0.8411	0.877	0.8819	0.8555	0.7989	0.7139	0.6036	0.472	0.3236	0.1638	-0.0019	-0.1674	-0.3271	-0.4751	-0.6063	-0.7161	-0.8005	-0.8565	-0.8822	-0.8766	-0.8399	-0.7736	-0.6798	-0.5619	-0.4241	-0.2713	-0.1089
-0.046	0.1009	0.2443	0.379	0.5003	0.6038	0.686	0.7439	0.7754	0.7794	0.7559	0.7055	0.6302	0.5325	0.416	0.2847	0.1434	-0.0031	-0.1494	-0.2904	-0.4211	-0.537	-0.6338	-0.7081	-0.7574	-0.7798	-0.7746	-0.742	-0.6831	-0.5999	-0.4956	-0.3736	-0.2385	-0.0949	0.0521	0.1972	0.3354	0.4616	0.5715	0.6612	0.7274	0.7679	0.7812	0.7667	0.7252	0.6579	0.5673	0.4567	0.3298	0.1913	0.046	-0.1009	-0.2443	-0.379	-0.5003	-0.6038	-0.686	-0.7439	-0.7754	-0.7794	-0.7559	-0.7055	-0.6302	-0.5325	-0.416	-0.2847	-0.1434	0.0031	0.1494	0.2904	0.4211	0.537	0.6338	0.7081	0.7574	0.7798	0.7746	0.742	0.6831	0.5999	0.4956	0.3736	0.2385	0.0949	-0.0521	-0.1972	-0.3354	-0.4616	-0.5715	-0.6612	-0.7274	-0.7679	-0.7812	-0.7667	-0.7252	-0.6579	-0.5673	-0.4567	-0.3298	-0.1913
-0.1258	0.0037	0.1331	0.2577	0.3732	0.4755	0.5609	0.6265	0.6699	0.6895	0.6847	0.6557	0.6034	0.5298	0.4374	0.3295	0.2099	0.0829	-0.0471	-0.1754	-0.2974	-0.409	-0.506	-0.5851	-0.6435	-0.6791	-0.6906	-0.6777	-0.6408	-0.5811	-0.5009	-0.4029	-0.2907	-0.1681	-0.0397	0.0903	0.217	0.336	0.4431	0.5345	0.607	0.658	0.6857	0.689	0.668	0.6233	0.5565	0.4701	0.3669	0.2508	0.1258	-0.0037	-0.1331	-0.2577	-0.3732	-0.4755	-0.5609	-0.6265	-0.6699	-0.6895	-0.6847	-0.6557	-0.6034	-0.5298	-0.4374	-0.3295	-0.2099	-0.0829	0.0471	0.1754	0.2974	0.409	0.506	0.5851	0.6435	0.6791	0.6906	0.6777	0.6408	0.5811	0.5009	0.4029	0.2907	0.1681	0.0397	-0.0903	-0.217	-0.336	-0.4431	-0.5345	-0.607	-0.658	-0.6857	-0.689	-0.668	-0.6233	-0.5565	-0.4701	-0.3669	-0.2508
-0.185	-0.0726	0.0423	0.1558	0.2637	0.3623	0.448	0.5179	0.5694	0.6008	0.6108	0.5993	0.5665	0.5136	0.4426	0.3558	0.2565	0.1481	0.0344	-0.0805	-0.1926	-0.2978	-0.3924	-0.4732	-0.5372	-0.5822	-0.6065	-0.6094	-0.5907	-0.551	-0.4918	-0.4153	-0.3239	-0.2212	-0.1105	0.004	0.1184	0.2286	0.3307	0.4211	0.4965	0.5544	0.5926	0.6099	0.6055	0.5797	0.5334	0.4681	0.3863	0.2908	0.185	0.0726	-0.0423	-0.1558	-0.2637	-0.3623	-0.448	-0.5179	-0.5694	-0.6008	-0.6108	-0.5993	-0.5665	-0.5136	-0.4426	-0.3558	-0.2565	-0.1481	-0.0344	0.0805	0.1926	0.2978	0.3924	0.4732	0.5372	0.5822	0.6065	0.6094	0.5907	0.551	0.4918	0.4153	0.3239	0.2212	0.1105	-0.004	-0.1184	-0.2286	-0.3307	-0.4211	-0.4965	-0.5544	-0.5926	-0.6099	-0.6055	-0.5797	-0.5334	-0.4681	-0.3863	-0.2908
-0.2266	-0.1306	-0.03	0.0717	0.1708	0.2639	0.3477	0.4191	0.4757	0.5154	0.5369	0.5393	0.5226	0.4875	0.435	0.3672	0.2863	0.1953	0.0974	-0.004	-0.1052	-0.2027	-0.293	-0.373	-0.4397	-0.4909	-0.5246	-0.5398	-0.5359	-0.5129	-0.4718	-0.414	-0.3415	-0.257	-0.1633	-0.0638	0.0379	0.1383	0.2338	0.321	0.3968	0.4586	0.5041	0.5318	0.5406	0.5303	0.5012	0.4543	0.3914	0.3146	0.2266	0.1306	0.03	-0.0717	-0.1708	-0.2639	-0.3477	-0.4191	-0.4757	-0.5154	-0.5369	-0.5393	-0.5226	-0.4875	-0.435	-0.3672	-0.2863	-0.1953	-0.0974	0.004	0.1052	0.2027	0.293	0.373	0.4397	0.4909	0.5246	0.5398	0.5359	0.5129	0.4718	0.414	0.3415	0.257	0.1633	0.0638	-0.0379	-0.1383	-0.2338	-0.321	-0.3968	-0.4586	-0.5041	-0.5318	-0.5406	-0.5303	-0.5012	-0.4543	-0.3914	-0.3146
-0.2533	-0.1727	-0.0859	0.0039	0.0935	0.1799	0.2599	0.3306	0.3897	0.435	0.4648	0.4782	0.4746	0.4543	0.4178	0.3665	0.3023	0.2273	0.1443	0.0562	-0.0339	-0.1228	-0.2074	-0.2846	-0.3517	-0.4064	-0.4467	-0.4711	-0.4789	-0.4697	-0.4438	-0.4023	-0.3465	-0.2784	-0.2004	-0.1154	-0.0262	0.0638	0.1517	0.2341	0.3082	0.3714	0.4215	0.4566	0.4756	0.4777	0.4629	0.4317	0.3852	0.325	0.2533	0.1727	0.0859	-0.0039	-0.0935	-0.1799	-0.2599	-0.3306	-0.3897	-0.435	-0.4648	-0.4782	-0.4746	-0.4543	-0.4178	-0.3665	-0.3023	-0.2273	-0.1443	-0.0562	0.0339	0.1228	0.2074	0.2846	0.3517	0.4064	0.4467	0.4711	0.4789	0.4697	0.4438	0.4023	0.3465	0.2784	0.2004	0.1154	0.0262	-0.0638	-0.1517	-0.2341	-0.3082	-0.3714	-0.4215	-0.4566	-0.4756	-0.4777	-0.4629	-0.4317	-0.3852	-0.325
-0.2678	-0.2013	-0.1277	-0.0495	0.0304	0.1092	0.1842	0.2526	0.3121	0.3606	0.3962	0.4179	0.4247	0.4165	0.3935	0.3566	0.307	0.2466	0.1774	0.102	0.0229	-0.0569	-0.1348	-0.2079	-0.2736	-0.3296	-0.374	-0.405	-0.4218	-0.4236	-0.4104	-0.3827	-0.3414	-0.288	-0.2244	-0.1529	-0.0759	0.0037	0.0833	0.1598	0.2307	0.2934	0.3458	0.3859	0.4123	0.4241	0.4209	0.4027	0.3703	0.3248	0.2678	0.2013	0.1277	0.0495	-0.0304	-0.1092	-0.1842	-0.2526	-0.3121	-0.3606	-0.3962	-0.4179	-0.4247	-0.4165	-0.3935	-0.3566	-0.307	-0.2466	-0.1774	-0.102	-0.0229	0.0569	0.1348	0.2079	0.2736	0.3296	0.374	0.405	0.4218	0.4236	0.4104	0.3827	0.3414	0.288	0.2244	0.1529	0.0759	-0.0037	-0.0833	-0.1598	-0.2307	-0.2934	-0.3458	-0.3859	-0.4123	-0.4241	-0.4209	-0.4027	-0.3703	-0.3248
-0.2723	-0.2186	-0.1571	-0.0901	-0.0199	0.051	0.1201	0.185	0.2433	0.293	0.3323	0.3598	0.3746	0.3761	0.3643	0.3396	0.3029	0.2554	0.1989	0.1353	0.0669	-0.0038	-0.0744	-0.1423	-0.2053	-0.2609	-0.3073	-0.3428	-0.3662	-0.3766	-0.3737	-0.3575	-0.3286	-0.2882	-0.2375	-0.1784	-0.1129	-0.0435	0.0275	0.0975	0.164	0.2247	0.2775	0.3204	0.352	0.3711	0.3771	0.3697	0.3492	0.3164	0.2723	0.2186	0.1571	0.0901	0.0199	-0.051	-0.1201	-0.185	-0.2433	-0.293	-0.3323	-0.3598	-0.3746	-0.3761	-0.3643	-0.3396	-0.3029	-0.2554	-0.1989	-0.1353	-0.0669	0.0038	0.0744	0.1423	0.2053	0.2609	0.3073	0.3428	0.3662	0.3766	0.3737	0.3575	0.3286	0.2882	0.2375	0.1784	0.1129	0.0435	-0.0275	-0.0975	-0.164	-0.2247	-0.2775	-0.3204	-0.352	-0.3711	-0.3771	-0.3697	-0.3492	-0.3164
-0.2689	-0.2266	-0.1762	-0.1196	-0.0588	0.0041	0.0669	0.1273	0.1832	0.2326	0.2737	0.3052	0.3259	0.335	0.3322	0.3177	0.2919	0.2558	0.2106	0.158	0.0997	0.038	-0.0252	-0.0874	-0.1465	-0.2004	-0.2473	-0.2854	-0.3133	-0.3302	-0.3354	-0.3287	-0.3103	-0.281	-0.2417	-0.1938	-0.1391	-0.0794	-0.017	0.0461	0.1075	0.1652	0.2169	0.261	0.2959	0.3202	0.3332	0.3345	0.3238	0.3017	0.2689	0.2266	0.1762	0.1196	0.0588	-0.0041	-0.0669	-0.1273	-0.1832	-0.2326	-0.2737	-0.3052	-0.3259	-0.335	-0.3322	-0.3177	-0.2919	-0.2558	-0.2106	-0.158	-0.0997	-0.038	0.0252	0.0874	0.1465	0.2004	0.2473	0.2854	0.3133	0.3302	0.3354	0.3287	0.3103	0.281	0.2417	0.1938	0.1391	0.0794	0.017	-0.0461	-0.1075	-0.1652	-0.2169	-0.261	-0.2959	-0.3202	-0.3332	-0.3345	-0.3238	-0.3017
