   0.0 	  194.1 	  194.1 
   0.5 	  112.5 	  119.4 
   1.0 	  120.3 	  113.6 
   1.5 	  106.5 	  108.9 
   2.0 	  157.9 	  144.9 
   2.5 	  117.5 	  110.2 
   3.0 	  120.6 	  101.8 
   3.5 	  119.2 	   94.6 
   4.0 	  150.8 	  123.7 
   4.5 	  108.7 	   90.2 
   5.0 	  108.3 	   69.4 
   5.5 	  110.9 	   88.0 
   6.0 	  144.9 	  117.2 
   6.5 	  111.4 	   94.9 
   7.0 	  123.0 	   95.9 
   7.5 	  112.8 	  100.0 
   8.0 	  133.6 	  118.5 
   8.5 	  113.9 	   92.7 
   9.0 	  113.3 	   85.6 
   9.5 	  105.7 	   74.8 
  10.0 	  125.6 	   86.7 
  10.5 	   96.6 	   75.6 
  11.0 	  111.3 	   85.3 
  11.5 	  107.5 	   82.0 
  12.0 	  129.5 	   94.6 
  12.5 	   95.1 	   75.6 
  13.0 	  102.2 	   77.5 
  13.5 	  107.0 	   75.6 
  14.0 	  120.4 	   87.2 
  14.5 	   90.5 	   76.2 
  15.0 	  101.0 	   68.4 
  15.5 	   99.9 	   76.9 
  16.0 	  119.1 	   84.6 
  16.5 	   92.1 	   71.6 
  17.0 	  100.6 	   69.1 
  17.5 	   91.5 	   55.7 
  18.0 	  116.3 	   79.1 
  18.5 	   93.9 	   73.1 
  19.0 	  101.9 	   69.1 
  19.5 	   91.7 	   62.5 
  20.0 	  111.6 	   53.3 
  20.5 	   75.6 	   65.7 
  21.0 	   97.2 	   75.4 
  21.5 	   83.5 	   73.6 
  22.0 	  106.8 	   78.6 
  22.5 	   88.8 	   74.7 
  23.0 	   96.1 	   77.2 
  23.5 	   89.2 	   71.3 
  24.0 	  103.4 	   74.9 
  24.5 	   84.7 	   61.7 
  25.0 	   97.3 	   72.4 
  25.5 	   87.8 	   63.8 
  26.0 	  102.8 	   78.3 
  26.5 	   65.6 	   69.2 
  27.0 	   90.8 	   80.4 
  27.5 	   87.9 	   73.7 
  28.0 	   96.8 	   68.5 
  28.5 	   78.3 	   73.1 
  29.0 	   93.0 	   64.0 
