   0.0 	  194.0 	  194.0 
   0.5 	  117.7 	  108.8 
   1.0 	  121.6 	   99.7 
   1.5 	  129.5 	  113.3 
   2.0 	  160.7 	  149.4 
   2.5 	  109.9 	  103.1 
   3.0 	  108.9 	   88.0 
   3.5 	  118.1 	  108.9 
   4.0 	  154.9 	  142.6 
   4.5 	  120.6 	  104.9 
   5.0 	  115.1 	   99.3 
   5.5 	  121.9 	   99.7 
   6.0 	  154.7 	  132.5 
   6.5 	  124.1 	  100.0 
   7.0 	  113.6 	   94.5 
   7.5 	  115.8 	   95.9 
   8.0 	  141.1 	  113.7 
   8.5 	  115.1 	   84.8 
   9.0 	  104.4 	   71.5 
   9.5 	  114.1 	   82.2 
  10.0 	  135.8 	  105.0 
  10.5 	  118.3 	   83.1 
  11.0 	  113.2 	   80.3 
  11.5 	  115.5 	   78.8 
  12.0 	  140.5 	  112.1 
  12.5 	  115.9 	   94.5 
  13.0 	  121.2 	   92.7 
  13.5 	  114.6 	   96.3 
  14.0 	  136.1 	  117.3 
  14.5 	  115.2 	  101.7 
  15.0 	  125.3 	   93.1 
  15.5 	  122.3 	   86.7 
  16.0 	  137.3 	  100.3 
  16.5 	  113.7 	   85.7 
  17.0 	  113.2 	   83.8 
  17.5 	  112.4 	   76.7 
  18.0 	  126.2 	   92.9 
  18.5 	   85.3 	   71.2 
  19.0 	   97.2 	   69.0 
  19.5 	  103.7 	   78.7 
  20.0 	  116.6 	   88.0 
  20.5 	  106.1 	   76.4 
  21.0 	  114.4 	   88.1 
  21.5 	  108.3 	   84.0 
  22.0 	  124.2 	   81.9 
  22.5 	   97.5 	   69.0 
  23.0 	  113.0 	   77.4 
  23.5 	   95.8 	   76.3 
  24.0 	  115.4 	   74.6 
  24.5 	   97.6 	   70.7 
  25.0 	  106.9 	   52.4 
  25.5 	   97.1 	   66.2 
  26.0 	  109.8 	   75.4 
  26.5 	   96.1 	   68.2 
  27.0 	   94.7 	   67.7 
  27.5 	   95.5 	   62.6 
  28.0 	  105.3 	   74.5 
  28.5 	   95.2 	   70.9 
  29.0 	   90.4 	   70.0 
  29.5 	  101.3 	   65.3 
  30.0 	  113.0 	   77.1 
  30.5 	   93.6 	   67.9 
  31.0 	  103.0 	   73.6 
  31.5 	  104.7 	   61.8 
  32.0 	  114.9 	   75.3 
  32.5 	   92.2 	   65.2 
  33.0 	   99.6 	   65.0 
  33.5 	   99.5 	   60.7 
  34.0 	  111.1 	   73.4 
  34.5 	   90.8 	   68.8 
  35.0 	   96.9 	   66.4 
  35.5 	   96.5 	   58.4 
  36.0 	  106.7 	   68.6 
  36.5 	   91.0 	   66.4 
  37.0 	   85.0 	   67.4 
  37.5 	   94.4 	   63.0 
  38.0 	  100.1 	   63.1 
  38.5 	   85.1 	   63.7 
  39.0 	   96.0 	   58.9 
  39.5 	   96.4 	   66.4 
  40.0 	  102.7 	   71.5 
  40.5 	   94.3 	   63.4 
  41.0 	  100.4 	   68.2 
  41.5 	   93.6 	   62.6 
  42.0 	  100.5 	   67.7 
  42.5 	   91.7 	   62.6 
  43.0 	   97.3 	   62.7 
  43.5 	   81.0 	   69.3 
  44.0 	   83.7 	   68.1 
  44.5 	   87.6 	   66.7 
  45.0 	   89.8 	   64.1 
  45.5 	   87.9 	   65.0 
  46.0 	   81.9 	   64.9 
  46.5 	   79.2 	   70.5 
  47.0 	   85.7 	   63.9 
  47.5 	   87.8 	   62.3 
  48.0 	   90.8 	   65.1 
  48.5 	   77.1 	   53.6 
  49.0 	   89.4 	   61.6 
  49.5 	   83.3 	   65.6 
  50.0 	   92.1 	   65.0 
  50.5 	   72.7 	   65.1 
  51.0 	   81.4 	   68.4 
  51.5 	   90.2 	   67.4 
  52.0 	   93.3 	   69.1 
  52.5 	   83.1 	   67.6 
  53.0 	   88.4 	   61.0 
  53.5 	   87.9 	   58.6 
  54.0 	   93.3 	   69.7 
  54.5 	   86.7 	   64.8 
  55.0 	   83.1 	   66.2 
  55.5 	   89.8 	   66.0 
  56.0 	   81.5 	   61.8 
  56.5 	   75.0 	   64.5 
  57.0 	   88.0 	   65.8 
  57.5 	   80.3 	   62.8 
  58.0 	   85.1 	   66.1 
  58.5 	   85.8 	   52.6 
  59.0 	   89.1 	   64.8 
  59.5 	   45.8 	   55.3 
  60.0 	   87.7 	   63.6 
  60.5 	   90.7 	   56.6 
  61.0 	   81.9 	   64.8 
  61.5 	   90.9 	   66.8 
  62.0 	   82.1 	   63.1 
  62.5 	   82.1 	   63.4 
  63.0 	   77.7 	   56.7 
  63.5 	   90.9 	   66.3 
  64.0 	   91.4 	   63.9 
  64.5 	   84.0 	   57.7 
  65.0 	   87.8 	   64.8 
  65.5 	   91.3 	   62.5 
  66.0 	   88.5 	   68.3 
  66.5 	   92.2 	   67.5 
  67.0 	   86.1 	   76.0 
  67.5 	   86.8 	   70.2 
  68.0 	   84.7 	   75.3 
  68.5 	   85.2 	   71.2 
  69.0 	   88.5 	   75.4 
  69.5 	   82.2 	   74.5 
  70.0 	   90.2 	   72.8 
  70.5 	   84.9 	   71.2 
  71.0 	   82.3 	   68.2 
  71.5 	   84.4 	   72.5 
  72.0 	   86.6 	   70.5 
  72.5 	   88.4 	   70.3 
  73.0 	   83.9 	   73.2 
  73.5 	   82.9 	   70.9 
  74.0 	   80.0 	   74.2 
  74.5 	   80.9 	   74.1 
  75.0 	   84.0 	   74.6 
  75.5 	   70.1 	   73.7 
  76.0 	   89.6 	   67.8 
  76.5 	   82.8 	   73.8 
  77.0 	   91.8 	   76.0 
  77.5 	   88.7 	   72.0 
  78.0 	   87.7 	   63.0 
  78.5 	   86.0 	   69.5 
  79.0 	   85.1 	   62.6 
  79.5 	   91.5 	   68.3 
  80.0 	   89.5 	   64.1 
  80.5 	   69.5 	   70.3 
  81.0 	   65.8 	   57.4 
  81.5 	   89.9 	   66.8 
  82.0 	   84.2 	   66.1 
  82.5 	   79.2 	   48.9 
  83.0 	   78.0 	   71.2 
  83.5 	   80.1 	   67.4 
  84.0 	   88.0 	   65.6 
  84.5 	   84.7 	   61.6 
  85.0 	   81.2 	   70.9 
  85.5 	   87.5 	   69.5 
  86.0 	   93.5 	   58.7 
  86.5 	   86.0 	   65.4 
  87.0 	   90.3 	   66.8 
  87.5 	   89.5 	   64.5 
  88.0 	   90.9 	   56.2 
  88.5 	   81.8 	   59.7 
  89.0 	   83.0 	   64.0 
  89.5 	   83.5 	   72.0 
  90.0 	   84.2 	   64.2 
  90.5 	   81.7 	   61.4 
  91.0 	   69.1 	   67.6 
  91.5 	   79.2 	   65.0 
  92.0 	   85.3 	   66.2 
  92.5 	   87.0 	   59.1 
  93.0 	   71.1 	   61.6 
  93.5 	   87.0 	   66.4 
  94.0 	   88.4 	   61.2 
  94.5 	   88.8 	   62.3 
  95.0 	   73.3 	   47.7 
  95.5 	   84.4 	   60.5 
  96.0 	   87.0 	   51.9 
  96.5 	   85.7 	   66.2 
  97.0 	   81.7 	   58.0 
  97.5 	   82.6 	   64.5 
  98.0 	   83.3 	   57.9 
  98.5 	   82.4 	   59.3 
  99.0 	   85.0 	   56.7 
  99.5 	   80.6 	   60.7 
 100.0 	   72.2 	   56.7 
 100.5 	   82.2 	   61.9 
 101.0 	   83.4 	   46.8 
 101.5 	   68.7 	   46.9 
 102.0 	   70.2 	   37.4 
 102.5 	   81.6 	   62.0 
 103.0 	   81.8 	   55.9 
 103.5 	   72.6 	   60.9 
 104.0 	   76.2 	   51.7 
 104.5 	   79.2 	   57.5 
 105.0 	   85.0 	   58.2 
 105.5 	   68.5 	   58.3 
 106.0 	   76.9 	   56.9 
 106.5 	   75.0 	   55.7 
 107.0 	   83.3 	   52.8 
 107.5 	   68.2 	   62.0 
 108.0 	   76.0 	   59.3 
 108.5 	   73.1 	   64.6 
 109.0 	   80.1 	   47.2 
 109.5 	   77.2 	   58.2 
 110.0 	   73.5 	   59.2 
 110.5 	   71.1 	   59.0 
 111.0 	   77.3 	   62.5 
 111.5 	   78.5 	   59.1 
 112.0 	   72.3 	   64.2 
 112.5 	   73.8 	   62.4 
 113.0 	   79.5 	   60.0 
 113.5 	   76.3 	   53.2 
 114.0 	   63.7 	   58.7 
 114.5 	   71.3 	   63.4 
 115.0 	   79.7 	   61.2 
 115.5 	   74.1 	   60.7 
 116.0 	   63.5 	   60.9 
 116.5 	   66.0 	   54.3 
 117.0 	   78.9 	   53.8 
 117.5 	   74.6 	   56.7 
 118.0 	   70.4 	   57.8 
 118.5 	   70.4 	   50.2 
 119.0 	   75.4 	   59.3 
 119.5 	   72.3 	   50.8 
 120.0 	   69.3 	   61.3 
 120.5 	   67.9 	   51.3 
 121.0 	   70.4 	   59.9 
 121.5 	   67.3 	   53.3 
 122.0 	   67.5 	   53.3 
 122.5 	   66.2 	   54.1 
 123.0 	   70.9 	   56.3 
 123.5 	   64.5 	   47.5 
 124.0 	   58.3 	   58.2 
 124.5 	   67.0 	   58.5 
 125.0 	   73.8 	   52.0 
 125.5 	   65.1 	   52.0 
 126.0 	   67.8 	   60.9 
 126.5 	   67.6 	   48.3 
 127.0 	   66.5 	   59.8 
 127.5 	   65.9 	   53.4 
 128.0 	   62.9 	   52.6 
 128.5 	   64.6 	   54.2 
 129.0 	   60.0 	   56.8 
 129.5 	   56.0 	   59.4 
 130.0 	   67.2 	   54.6 
 130.5 	   65.8 	   51.2 
 131.0 	   63.0 	   41.5 
 131.5 	   68.5 	   53.4 
 132.0 	   69.2 	   50.3 
 132.5 	   69.1 	   55.6 
 133.0 	   66.2 	   63.2 
 133.5 	   69.3 	   53.6 
 134.0 	   70.1 	   59.0 
 134.5 	   66.5 	   39.0 
 135.0 	   58.2 	   52.3 
 135.5 	   70.7 	   58.0 
 136.0 	   69.3 	   55.4 
